blockNumber,transactionIndex
16282339,84
16282354,34
16282366,48
16282367,101
16282370,0
16282378,103
16282389,47
16282395,67
16282417,108
16282432,82
16282433,50
16282439,61
16282451,52
16282462,101
16282465,69
16282469,55
16282470,56
16282491,69
16282493,61
16282536,72
16282536,73
16282547,61
16282555,64
16282576,26
16282576,72
16282630,141
16282635,65
16282671,88
16282680,87
16282711,44
16282715,122
16282729,88
16282767,134
16282768,92
16282790,205
16282797,81
16282802,63
16282814,104
16282815,118
16282831,45
16282842,98
16282843,113
16282882,80
16282907,68
16282957,105
16282960,249
16283004,82
16283010,104
16283053,63
16283064,67
16283069,81
16283072,44
16283076,72
16283098,36
16283098,53
16283111,120
16283120,110
16283122,91
16283124,104
16283131,116
16283133,159
16283134,199
16283135,55
16283140,69
16283140,106
16283142,103
16283157,85
16283158,100
16283163,81
16283169,94
16283172,147
16283176,122
16283177,126
16283183,181
16283185,151
16283189,111
16283194,119
16283200,69
16283204,44
16283206,63
16283220,104
16283225,73
16283225,123
16283227,72
16283232,103
16283233,0
16283233,98
16283234,50
16283245,71
16283246,127
16283252,81
16283254,116
16283263,57
16283269,48
16283274,60
16283286,95
16283291,75
16283295,41
16283296,94
16283296,155
16283297,92
16283308,75
16283313,61
16283327,122
16283332,86
16283334,15
16283334,92
16283335,83
16283339,110
16283346,144
16283356,72
16283361,67
16283367,42
16283380,80
16283381,25
16283382,111
16283408,303
16283419,3
16283431,94
16283452,73
16283482,4
16283492,77
16283513,316
16283516,183
16283528,94
16283539,58
16283540,3
16283573,73
16283582,55
16283593,191
16283606,95
16283607,64
16283638,140
16283651,73
16283687,115
16283689,100
16283690,79
16283692,84
16283693,89
16283695,81
16283696,98
16283697,108
16283698,111
16283702,95
16283707,107
16283855,37
16283869,105
16283870,59
16283904,111
16283908,56
16283909,90
16283911,146
16283912,84
16283913,62
16283915,127
16283916,78
16283917,185
16283919,74
16283920,131
16283921,92
16283940,46
16283955,118
16283987,0
16284018,87
16284082,107
16284102,122
16284104,107
16284167,17
16284172,34
16284172,62
16284174,106
16284252,125
16284407,109
16284471,135
16284475,48
16284479,69
16284496,96
16284506,119
16284536,81
16284636,117
16284644,89
16284655,96
16284842,82
16284853,100
16285015,74
16285025,107
16285064,76
16285092,106
16285098,185
16285142,134
16285158,122
16285184,155
16285207,104
16285288,85
16285291,147
16285432,106
16285446,106
16285508,109
16285547,84
16285734,132
16285853,112
16285930,180
16286008,190
16286053,145
16286067,73
16286088,96
16286101,115
16286136,48
16286199,125
16286227,85
16286244,100
16286296,102
16286304,54
16286328,214
16286450,72
16286467,88
16286553,67
16286555,179
16286572,38
16286574,132
16286594,108
16286594,177
16286597,85
16286599,49
16286623,79
16286640,42
16286667,219
16286667,248
16286667,249
16286716,32
16286716,45
16286716,55
16286719,5
16286725,74
16286869,64
16286890,129
16286890,132
16286890,133
16286935,94
16286941,176
16286968,97
16286984,54
16287009,61
16287060,65
16287075,10
16287098,47
16287118,104
16287127,74
16287155,52
16287215,107
16287225,102
16287260,52
16287269,90
16287282,8
16287323,47
16287346,73
16287437,70
16287438,64
16287477,83
16287493,45
16287495,85
16287508,77
16287577,63
16287627,47
16287634,67
16287644,84
16287645,92
16287706,76
16287709,77
16287727,282
16287763,185
16287775,130
16287828,8
16287846,58
16287862,50
16287866,48
16287873,70
16287917,29
16287969,116
16288002,36
16288071,221
16288084,90
16288094,130
16288102,64
16288107,80
16288134,73
16288139,183
16288149,127
16288150,115
16288151,75
16288166,91
16288188,63
16288204,107
16288231,70
16288251,77
16288260,44
16288262,65
16288266,58
16288293,79
16288300,158
16288303,48
16288329,59
16288342,80
16288343,57
16288344,75
16288353,37
16288356,73
16288358,46
16288368,64
16288383,133
16288386,20
16288396,79
16288400,72
16288405,77
16288410,54
16288436,41
16288436,66
16288454,38
16288459,42
16288472,25
16288472,71
16288479,166
16288495,50
16288500,55
16288527,1
16288527,2
16288534,34
16288544,84
16288561,40
16288564,74
16288567,66
16288588,86
16288608,49
16288609,1
16288633,75
16288645,50
16288674,47
16288681,74
16288694,53
16288711,87
16288713,185
16288723,76
16288726,4
16288727,41
16288732,16
16288738,42
16288771,68
16288783,50
16288784,184
16288788,74
16288809,46
16288816,59
16288824,66
16288841,70
16288856,178
16288874,44
16288919,68
16288920,77
16288922,80
16288936,68
16288947,54
16289013,64
16289018,55
16289025,42
16289027,49
16289028,82
16289039,52
16289054,97
16289067,56
16289078,32
16289079,47
16289084,59
16289095,109
16289098,69
16289099,20
16289116,43
16289118,36
16289119,231
16289147,69
16289160,14
16289164,80
16289169,41
16289174,49
16289187,99
16289195,76
16289195,81
16289211,132
16289221,21
16289224,72
16289226,69
16289235,4
16289245,103
16289256,61
16289264,69
16289271,116
16289282,107
16289291,103
16289295,153
16289300,109
16289302,111
16289314,75
16289318,98
16289340,93
16289370,36
16289382,85
16289384,55
16289384,110
16289412,112
16289436,57
16289452,77
16289492,71
16289493,43
16289493,63
16289511,110
16289532,224
16289534,145
16289547,136
16289551,79
16289556,49
16289575,73
16289588,64
16289588,66
16289600,81
16289618,89
16289620,96
16289654,124
16289663,97
16289668,37
16289669,54
16289679,60
16289693,70
16289695,69
16289706,65
16289709,134
16289710,86
16289739,84
16289742,59
16289751,106
16289758,66
16289759,67
16289772,73
16289773,56
16289781,68
16289789,62
16289796,87
16289798,112
16289817,174
16289817,184
16289833,125
16289840,76
16289856,77
16289863,55
16289868,102
16289874,28
16289880,36
16289900,56
16289907,121
16289923,18
16289951,80
16289980,71
16289981,114
16289986,67
16289987,39
16289993,73
16290000,86
16290016,211
16290028,45
16290029,44
16290050,43
16290056,54
16290060,60
16290062,62
16290067,69
16290098,43
16290107,60
16290117,75
16290122,74
16290124,285
16290139,112
16290141,81
16290165,85
16290183,97
16290199,75
16290212,46
16290223,68
16290224,66
16290234,133
16290237,82
16290242,97
16290243,125
16290258,106
16290261,74
16290266,100
16290267,120
16290272,117
16290285,85
16290291,75
16290295,126
16290300,89
16290309,66
16290309,81
16290309,180
16290316,54
16290319,76
16290325,53
16290328,90
16290335,120
16290340,111
16290344,72
16290349,89
16290355,67
16290360,112
16290362,62
16290363,73
16290367,67
16290372,97
16290376,97
16290387,117
16290387,210
16290392,59
16290396,0
16290397,85
16290400,169
16290413,82
16290422,66
16290424,301
16290433,103
16290438,39
16290442,108
16290447,69
16290458,70
16290469,35
16290475,126
16290504,53
16290510,106
16290520,77
16290532,80
16290534,36
16290537,77
16290549,66
16290549,85
16290549,90
16290552,162
16290583,186
16290590,57
16290593,173
16290678,138
16290681,157
16290695,36
16290718,79
16290735,111
16290769,83
16290798,89
16290810,73
16290812,124
16290847,155
16290875,91
16290881,73
16290911,114
16290926,146
16290939,74
16290955,54
16290962,111
16290962,150
16290970,109
16290979,65
16290979,86
16290981,134
16290983,71
16290987,95
16290992,149
16290996,56
16290997,176
16291040,85
16291052,68
16291061,40
16291084,110
16291090,98
16291135,105
16291139,99
16291141,105
16291148,159
16291181,67
16291210,85
16291249,104
16291253,106
16291277,216
16291340,114
16291341,102
16291345,83
16291376,84
16291382,68
16291410,71
16291424,77
16291466,93
16291503,74
16291531,67
16291543,119
16291569,82
16291597,175
16291599,94
16291601,92
16291620,87
16291626,69
16291639,56
16291644,244
16291649,85
16291651,89
16291651,129
16291652,59
16291659,19
16291674,61
16291675,82
16291680,93
16291693,72
16291693,81
16291697,90
16291710,94
16291718,175
16291730,155
16291734,99
16291753,83
16291759,105
16291760,59
16291775,26
16291781,119
16291783,74
16291813,153
16291824,75
16291835,25
16291838,59
16291864,91
16291903,232
16291927,100
16292013,61
16292034,61
16292040,110
16292060,54
16292071,166
16292092,48
16292116,96
16292202,68
16292207,57
16292221,8
16292343,58
16292352,100
16292357,270
16292368,125
16292404,96
16292444,116
16292527,45
16292657,126
16292764,5
16292777,80
16292778,163
16292882,118
16292912,110
16292921,81
16292944,89
16292966,84
16292986,95
16293010,245
16293025,87
16293037,98
16293082,239
16293098,62
16293102,102
16293167,84
16293189,148
16293220,51
16293238,107
16293248,81
16293248,82
16293253,78
16293255,76
16293293,74
16293299,62
16293327,114
16293341,57
16293342,128
16293369,73
16293391,147
16293400,9
16293408,358
16293447,69
16293492,93
16293502,61
16293522,39
16293531,119
16293546,78
16293580,130
16293607,49
16293612,158
16293665,74
16293678,125
16293680,148
16293725,20
16293727,45
16293730,103
16293733,113
16293744,95
16293744,130
16293749,200
16293770,124
16293772,94
16293774,61
16293777,70
16293778,67
16293789,168
16293799,95
16293812,132
16293823,120
16293830,93
16293846,96
16293858,277
16293868,131
16293884,87
16293896,147
16293912,41
16293926,62
16293941,10
16293965,82
16293984,81
16294007,4
16294011,280
16294097,63
16294117,73
16294134,62
16294145,70
16294150,52
16294168,5
16294170,150
16294174,148
16294174,152
16294199,283
16294206,25
16294222,191
16294231,51
16294231,56
16294240,56
16294242,72
16294265,65
16294288,20
16294288,68
16294299,40
16294318,59
16294328,50
16294331,85
16294336,40
16294341,94
16294363,40
16294367,63
16294380,138
16294387,78
16294392,71
16294396,49
16294410,55
16294411,68
16294425,34
16294432,45
16294446,14
16294490,337
16294511,83
16294522,76
16294545,52
16294554,2
16294570,101
16294609,75
16294621,66
16294637,49
16294639,98
16294654,56
16294662,81
16294663,88
16294676,62
16294691,50
16294713,78
16294722,215
16294729,35
16294740,79
16294751,34
16294765,140
16294778,0
16294803,143
16294806,66
16294813,59
16294818,164
16294833,89
16294839,9
16294845,25
16294859,214
16294860,42
16294881,69
16294886,80
16294888,83
16294890,37
16294891,25
16294900,95
16294921,105
16294967,105
16294967,143
16294979,48
16295013,51
16295034,126
16295038,81
16295063,54
16295064,62
16295073,75
16295074,91
16295078,119
16295080,71
16295103,53
16295105,81
16295145,68
16295164,56
16295181,82
16295194,83
16295209,68
16295213,41
16295214,114
16295225,56
16295228,80
16295230,44
16295236,58
16295246,38
16295246,52
16295246,73
16295250,86
16295256,82
16295273,75
16295303,85
16295306,26
16295314,76
16295320,60
16295328,93
16295330,126
16295335,72
16295348,87
16295384,100
16295390,54
16295391,3
16295402,40
16295409,34
16295411,13
16295411,55
16295413,58
16295417,64
16295417,74
16295420,2
16295430,62
16295451,61
16295460,57
16295463,61
16295478,19
16295482,74
16295487,124
16295495,59
16295512,83
16295514,50
16295522,74
16295527,63
16295532,71
16295551,31
16295553,103
16295554,80
16295562,50
16295564,57
16295574,101
16295583,58
16295594,0
16295633,49
16295636,41
16295678,90
16295685,114
16295688,110
16295705,82
16295713,32
16295715,55
16295720,46
16295730,64
16295744,28
16295744,37
16295746,69
16295752,43
16295760,154
16295762,67
16295765,59
16295771,73
16295772,99
16295772,100
16295775,48
16295784,40
16295820,42
16295833,3
16295834,61
16295843,50
16295843,57
16295851,83
16295861,45
16295873,96
16295877,181
16295888,53
16295888,95
16295888,98
16295888,99
16295897,89
16295899,38
16295899,91
16295907,76
16295915,72
16295919,130
16295921,65
16295925,132
16295932,74
16295934,65
16295937,128
16295938,62
16295942,71
16295958,130
16295964,69
16295965,78
16295967,65
16295976,20
16295976,62
16295977,77
16295990,53
16296022,58
16296026,35
16296031,129
16296034,65
16296036,130
16296046,75
16296054,65
16296061,35
16296066,41
16296098,57
16296113,120
16296142,26
16296173,73
16296173,78
16296176,118
16296182,154
16296190,2
16296216,75
16296230,41
16296259,25
16296265,1
16296269,110
16296277,92
16296282,134
16296283,47
16296284,138
16296298,61
16296314,62
16296319,95
16296323,85
16296324,25
16296355,85
16296356,60
16296359,48
16296364,67
16296371,82
16296371,90
16296372,52
16296372,55
16296385,9
16296394,61
16296394,83
16296407,102
16296415,49
16296415,81
16296419,81
16296422,87
16296422,207
16296431,67
16296446,96
16296462,83
16296466,88
16296469,140
16296479,123
16296482,38
16296485,120
16296489,60
16296504,50
16296509,118
16296510,34
16296518,74
16296519,85
16296527,57
16296537,78
16296551,85
16296554,95
16296561,67
16296568,109
16296569,91
16296570,69
16296572,57
16296579,16
16296582,44
16296587,67
16296589,55
16296592,133
16296596,62
16296597,108
16296607,67
16296611,75
16296615,101
16296620,92
16296622,150
16296626,79
16296634,155
16296641,77
16296644,25
16296648,36
16296654,105
16296655,87
16296659,80
16296662,38
16296673,60
16296673,120
16296675,113
16296682,73
16296683,39
16296684,54
16296687,140
16296690,77
16296693,50
16296700,54
16296706,78
16296709,70
16296711,105
16296712,2
16296725,128
16296736,77
16296748,73
16296758,63
16296766,91
16296769,50
16296770,68
16296773,34
16296775,56
16296777,112
16296789,81
16296811,64
16296811,79
16296816,64
16296818,47
16296818,84
16296822,63
16296836,70
16296837,83
16296846,20
16296847,102
16296849,35
16296852,94
16296857,48
16296857,63
16296871,63
16296881,73
16296883,6
16296894,50
16296902,88
16296904,86
16296920,79
16296922,67
16296922,73
16296925,85
16296941,104
16296950,81
16296955,74
16296956,80
16296962,149
16296962,236
16296974,57
16296977,66
16296980,56
16296980,58
16296984,38
16296984,69
16296990,96
16296991,3
16296993,76
16296994,72
16296996,81
16297012,113
16297019,131
16297021,96
16297023,133
16297027,137
16297031,106
16297031,115
16297032,185
16297035,167
16297038,136
16297049,140
16297051,120
16297057,51
16297058,35
16297065,91
16297072,74
16297073,37
16297073,47
16297074,55
16297075,41
16297076,86
16297083,79
16297083,118
16297098,72
16297101,113
16297105,75
16297114,62
16297114,80
16297116,72
16297118,41
16297124,84
16297130,49
16297138,40
16297144,124
16297145,56
16297145,62
16297164,80
16297169,55
16297172,203
16297175,45
16297178,84
16297178,156
16297187,38
16297203,35
16297206,39
16297209,48
16297211,94
16297211,177
16297214,75
16297229,66
16297229,75
16297231,48
16297232,74
16297238,63
16297239,125
16297240,76
16297242,98
16297244,137
16297245,119
16297245,123
16297251,68
16297253,76
16297254,82
16297255,60
16297259,52
16297265,43
16297269,124
16297271,118
16297273,67
16297274,160
16297307,127
16297313,53
16297320,329
16297324,111
16297335,99
16297338,114
16297341,149
16297371,106
16297372,78
16297373,48
16297382,133
16297384,33
16297387,52
16297388,63
16297390,117
16297394,107
16297401,79
16297405,64
16297425,88
16297440,137
16297448,88
16297449,57
16297452,67
16297452,141
16297457,90
16297459,138
16297459,207
16297459,217
16297462,67
16297468,211
16297469,85
16297469,111
16297471,95
16297475,105
16297476,62
16297477,42
16297478,128
16297481,46
16297486,71
16297487,114
16297490,127
16297490,129
16297491,78
16297493,81
16297494,39
16297495,49
16297498,59
16297499,109
16297500,81
16297501,71
16297507,114
16297508,43
16297510,146
16297514,146
16297518,87
16297523,78
16297524,67
16297525,110
16297528,143
16297530,154
16297535,4
16297537,131
16297538,146
16297540,224
16297540,270
16297541,127
16297546,90
16297547,147
16297547,149
16297551,84
16297560,126
16297562,156
16297568,124
16297570,112
16297570,119
16297570,146
16297571,92
16297572,0
16297573,88
16297578,55
16297578,78
16297578,82
16297583,90
16297587,149
16297588,66
16297590,71
16297592,103
16297601,76
16297603,87
16297604,85
16297605,85
16297608,91
16297612,73
16297613,55
16297614,76
16297614,77
16297619,52
16297619,64
16297621,107
16297622,94
16297623,99
16297623,163
16297625,48
16297631,66
16297633,101
16297634,58
16297639,140
16297641,67
16297648,71
16297648,79
16297648,100
16297648,107
16297651,28
16297652,167
16297654,149
16297654,193
16297655,147
16297655,169
16297655,204
16297657,96
16297659,85
16297660,86
16297662,68
16297662,87
16297665,84
16297669,134
16297675,93
16297675,101
16297678,68
16297679,115
16297683,69
16297686,66
16297689,123
16297689,128
16297689,135
16297692,66
16297693,117
16297694,74
16297702,108
16297703,66
16297703,78
16297706,44
16297722,50
16297724,101
16297725,95
16297728,3
16297731,60
16297731,90
16297734,55
16297738,113
16297743,227
16297777,10
16297785,65
16297790,113
16297796,118
16297818,50
16297838,8
16297839,91
16297840,48
16297859,97
16297879,80
16297888,139
16297894,122
16297895,132
16297915,131
16297916,142
16297922,252
16297922,253
16297924,91
16297930,194
16297948,116
16297964,65
16297964,90
16297965,41
16297975,114
16297981,53
16297984,14
16297995,95
16298036,75
16298036,96
16298040,262
16298044,62
16298069,56
16298071,76
16298075,43
16298079,109
16298102,217
16298104,41
16298120,85
16298129,92
16298149,54
16298151,74
16298158,61
16298170,90
16298180,96
16298193,54
16298200,88
16298201,103
16298240,81
16298252,69
16298261,76
16298270,76
16298280,102
16298282,130
16298325,73
16298333,76
16298348,76
16298369,111
16298378,76
16298393,109
16298399,104
16298407,112
16298414,91
16298425,100
16298426,99
16298443,116
16298476,242
16298525,64
16298539,82
16298545,64
16298579,153
16298580,82
16298644,69
16298650,63
16298663,64
16298669,83
16298716,50
16298728,78
16298756,121
16298771,107
16298786,132
16298788,289
16298831,112
16298841,59
16298852,117
16298871,172
16298876,94
16298886,94
16298909,105
16298959,83
16298975,79
16299013,87
16299041,104
16299146,79
16299220,83
16299274,58
16299278,124
16299281,85
16299284,115
16299307,77
16299341,60
16299454,14
16299515,76
16299535,75
16299554,148
16299568,104
16299591,99
16299619,77
16299665,69
16299670,88
16299699,123
16299701,88
16299704,136
16299711,83
16299805,70
16299813,105
16299823,50
16299824,97
16299825,131
16299830,65
16299894,123
16299920,86
16299927,117
16299935,271
16299974,72
16300004,67
16300025,124
16300071,116
16300071,134
16300080,102
16300117,114
16300165,88
16300168,169
16300196,179
16300203,54
16300209,43
16300276,58
16300279,46
16300292,98
16300306,91
16300321,104
16300327,96
16300337,115
16300361,109
16300389,80
16300412,109
16300413,91
16300432,73
16300453,127
16300470,58
16300472,78
16300478,74
16300480,77
16300820,54
16300827,86
16300900,78
16300955,63
16300961,60
16300975,92
16301051,93
16301112,5
16301151,137
16301206,77
16301253,178
16301305,56
16301359,232
16301391,68
16301407,93
16301446,91
16301464,65
16301488,71
16301507,120
16301525,63
16301538,181
16301545,57
16301572,62
16301598,93
16301598,94
16301603,46
16301623,188
16301661,116
16301693,66
16301727,64
16301745,12
16301748,80
16301767,69
16301784,43
16301812,42
16301839,65
16301853,68
16301891,165
16301891,166
16301905,42
16301915,4
16301915,92
16301919,96
16301941,42
16301944,101
16301962,10
16301966,65
16302027,60
16302069,88
16302071,143
16302072,87
16302079,54
16302086,51
16302208,60
16302225,112
16302343,61
16302503,82
16302519,82
16302582,93
16302591,97
16302595,72
16302597,96
16302622,112
16302638,70
16302645,47
16302659,33
16302665,69
16302709,67
16302734,118
16302739,177
16302745,67
16302761,65
16302802,29
16302807,186
16302823,196
16302842,140
16302854,41
16302877,3
16302881,67
16302893,66
16302920,164
16302931,87
16302931,88
16302945,90
16302955,92
16302977,99
16302978,54
16302993,86
16303009,149
16303013,60
16303016,56
16303025,138
16303030,47
16303039,66
16303043,230
16303066,81
16303082,55
16303082,73
16303089,31
16303092,7
16303095,89
16303095,106
16303119,43
16303119,51
16303127,90
16303132,107
16303133,42
16303145,48
16303168,17
16303180,63
16303182,78
16303212,58
16303212,67
16303213,79
16303220,127
16303241,97
16303263,53
16303265,67
16303274,114
16303283,98
16303298,5
16303299,40
16303306,39
16303337,60
16303339,125
16303340,8
16303353,120
16303361,57
16303383,58
16303385,58
16303397,110
16303404,61
16303429,62
16303455,131
16303458,41
16303464,64
16303469,49
16303483,52
16303489,50
16303496,40
16303523,71
16303526,67
16303565,65
16303570,43
16303579,87
16303579,112
16303601,44
16303619,52
16303642,96
16303649,76
16303720,73
16303729,64
16303734,65
16303736,115
16303741,4
16303757,85
16303770,153
16303782,53
16303785,40
16303790,65
16303790,92
16303794,93
16303816,58
16303836,65
16303895,45
16303944,105
16304001,72
16304005,40
16304017,63
16304017,126
16304110,81
16304136,65
16304168,106
16304210,35
16304222,9
16304227,27
16304265,26
16304347,70
16304359,103
16304370,110
16304383,107
16304429,66
16304430,61
16304468,97
16304490,69
16304494,34
16304497,51
16304508,71
16304509,148
16304544,92
16304548,88
16304560,34
16304580,106
16304605,180
16304646,74
16304688,118
16304690,84
16304729,0
16304781,63
16304846,58
16304917,40
16304965,56
16304967,30
16305045,50
16305067,92
16305130,58
16305188,58
16305261,56
16305263,96
16305412,169
16305467,191
16305470,91
16305650,67
16306206,174
16306528,124
16306699,123
16306778,96
16306866,59
16306921,156
16306990,111
16307238,105
16308587,71
16308777,67
16309765,49
16310445,13
16310556,47
16310704,32
16310761,3
16310786,44
16310842,52
16310891,17
16311044,3
16311062,119
16311089,56
16311136,110
16311361,36
16311383,132
16311411,1
16311492,80
16311618,43
16311672,63
16311799,62
16311814,87
16311858,130
16311861,88
16311871,32
16311885,3
16311896,70
16311899,123
16311931,69
16311951,55
16312487,59
16312516,81
16312569,71
16312932,157
16313107,24
16313263,60
16313401,185
16313461,81
16313528,106
16313789,148
16313871,127
16314013,108
16314740,66
16316080,23
16316102,76
16316104,205
16316125,59
16316144,203
16316149,55
16316185,64
16316940,82
16318613,88
16318736,30
16318883,200
16319031,84
16319039,155
16319043,0
16319160,133
16319237,65
16319627,65
16319736,154
16319845,267
16320267,117
16320308,61
16320758,100
16320760,109
16320957,80
16321054,360
16321529,122
16321871,109
16322231,40
16322534,1
16323041,87
16323180,33
16323186,73
16323827,32
16324306,105
16324342,127
16324559,271
16324789,30
16325236,37
16325275,191
16325538,71
16325995,48
16326199,100
16326209,111
16326230,0
16326379,151
16326491,103
16326517,178
16326617,94
16327145,85
16328211,142
16328563,92
16328588,182
16328888,139
16329788,86
16330361,130
16330848,191
16330848,199
16330966,94
16331490,68
16331537,145
16331601,35
16331607,57
16331688,94
16331749,89
16331774,74
16331952,247
16332090,263
16332325,193
16332326,72
16332475,209
16332562,91
16332690,45
16332707,125
16332773,171
16332892,123
16333088,129
16333232,72
16333376,104
16333398,150
16333408,0
16333408,133
16333471,136
16333782,69
16333847,136
16333972,137
16334191,70
16336099,97
16336103,123
16338991,67
16339498,85
16340311,49
16340536,572
16340553,845
16340577,0
16341295,113
16343573,122
16344768,47
16345136,46
16346504,243
16346519,81
16346528,98
16346545,122
16346694,142
16346754,114
16347658,122
16347666,94
16347686,139
16347688,107
16347715,14
16347761,7
16347983,122
16348022,52
16348099,117
16351706,47
16351977,121
16352001,64
16352044,49
16353017,139
16353432,53
16354255,88
16354452,65
16354848,97
16354849,124
16354870,0
16355013,40
16355680,122
16356229,91
16356592,67
16356835,54
16357004,66
16358085,81
16358981,131
16359451,32
16360252,100
16360781,271
16361158,35
16361287,130
16361534,87
16361571,53
16361901,260
16361910,43
16361956,274
16362014,167
16362034,349
16362038,0
16362234,220
16362294,43
16362516,53
16362518,142
16366172,123
16367918,95
16368385,55
16368927,100
16369227,102
16369229,130
16369229,131
16369651,132
16369837,116
16372103,132
16373399,69
16373479,70
16374198,96
16376052,50
16376332,83
16376351,130
16376382,121
16376393,0
16380776,92
16381794,42
16382145,147
16382805,56
16383130,96
16383171,97
16383270,102
16383305,68
16383513,118
16383514,119
16383528,1
16387940,235
16389521,71
16390664,127
16390664,128
16390684,0
16391332,122
16391718,114
16391740,108
16397301,106
16397814,143
16397828,103
16397830,150
16398431,114
16398742,93
16399719,191
16402745,274
16402796,139
16404192,284
16404904,285
16404986,116
16405003,102
16405025,140
16405027,223
16405051,28
16405164,77
16405664,70
16406237,90
16406241,71
16406855,142
16407544,126
16408620,90
16410369,59
16410526,84
16410547,4
16410569,47
16410593,125
16410862,91
16410868,45
16411041,153
16411058,108
16411394,99
16411397,139
16412124,76
16412130,123
16412166,140
16412176,103
16412181,103
16412184,149
16412188,111
16412207,0
16412867,93
16413581,80
16416244,97
16416338,77
16416953,63
16419290,108
16419311,104
16419326,108
16419329,122
16419344,0
16419498,118
16419524,76
16425490,77
16425500,55
16425514,94
16425523,97
16425541,51
16425580,76
16426462,199
16426462,200
16426473,112
16426500,125
16426511,0
16426799,193
16427332,242
16433632,105
16433633,156
16433641,208
16433666,150
16433669,0
16433670,146
16434449,146
16436242,179
16436753,95
16440686,97
16440792,96
16440796,108
16440800,116
16440803,121
16440821,0
16441098,87
16442800,156
16443993,55
16445640,73
16446322,165
16446617,44
16446650,96
16446896,58
16447957,107
16447957,108
16447958,116
16447967,114
16447985,0
16448423,85
16448575,8
16448873,116
16449969,178
16451276,115
16452068,7
16453537,69
16453549,63
16453568,50
16454367,29
16454546,179
16455115,90
16455116,120
16455118,150
16455133,175
16455139,127
16455935,176
16457131,145
16460062,49
16460102,32
16460807,42
16461107,0
16461738,109
16461918,61
16462080,109
16462109,138
16462280,98
16462286,123
16462294,92
16462312,98
16462321,0
16463101,149
16463122,79
16464333,124
16464738,75
16464752,88
16465510,151
16465777,184
16469233,75
16469444,94
16469458,67
16469475,116
16469486,131
16469491,0
16469494,79
16470267,132
16471459,160
16472672,49
16475504,45
16476471,18
16476610,102
16476618,99
16476620,99
16476626,140
16476630,0
16477449,13
16477763,100
16478621,160
16482086,96
16482201,71
16482374,166
16482376,29
16482377,48
16482377,92
16482384,47
16482392,5
16482394,29
16482395,138
16482396,63
16482507,68
16482507,71
16482507,76
16482507,77
16482507,78
16482522,96
16482522,97
16482523,25
16482523,37
16482523,53
16483566,113
16483776,141
16483790,101
16483790,102
16483793,113
16483794,0
16483968,125
16484442,160
16485785,195
16486317,84
16488545,106
16490932,105
16490932,106
16490940,172
16490942,110
16490949,3
16491697,89
16491748,148
16496076,65
16497586,44
16497593,109
16498096,91
16498097,85
16498100,165
16498107,45
16498115,0
16499464,114
16500100,198
16501171,66
16503377,93
16503749,73
16503891,59
16505018,286
16505258,89
16505261,129
16505263,134
16505270,147
16505292,3
16506073,135
16506754,107
16506795,106
16506809,124
16506861,261
16507268,148
16507466,119
16510903,126
16512382,217
16512419,218
16512420,209
16512421,180
16512434,121
16512451,1
16512731,160
16514425,217
16514573,290
16514609,130
16514655,68
16518249,54
16518260,126
16518377,82
16518499,108
16519586,131
16519586,132
16519589,184
16519598,126
16519603,3
16519659,128
16520255,110
16520286,51
16521592,220
16522124,88
16523268,126
16526508,67
16526726,63
16526749,146
16526756,261
16526759,147
16526765,120
16526781,0
16527146,231
16528036,108
16528761,107
16531532,106
16533908,86
16533909,117
16533912,215
16533917,148
16533931,0
16534629,26
16534723,121
16535918,72
16538160,285
16541055,132
16541058,181
16541063,129
16541064,133
16541071,0
16541195,149
16547731,35
16547735,105
16547775,107
16547945,95
16547992,153
16548196,161
16548199,180
16548200,192
16548217,135
16548220,0
16548560,312
16554341,84
16554450,83
16555220,62
16555359,174
16555361,102
16555371,103
16555383,131
16555387,6
16555388,129
16556124,71
16558187,45
16558903,121
16558954,97
16559536,90
16559675,159
16559721,61
16559949,83
16560011,51
16560027,103
16560107,56
16560145,134
16560237,163
16560287,70
16560692,87
16560785,96
16561023,55
16561131,85
16561246,114
16561323,93
16561490,86
16561523,92
16561528,130
16561762,102
16561817,116
16562031,113
16562044,81
16562318,106
16562427,115
16562524,128
16562527,134
16562527,135
16562552,298
16562556,3
16562656,201
16563458,74
16564532,253
16564536,97
16564751,71
16564883,275
16565703,102
16566044,74
16566333,130
16566527,32
16567246,61
16567513,94
16567698,80
16568262,240
16568421,115
16568643,88
16568974,107
16569128,228
16569210,103
16569564,234
16569687,120
16569691,276
16569694,135
16569697,114
16569698,0
16572874,118
16574145,273
16574515,142
16576849,122
16576850,145
16576855,149
16576856,178
16576859,3
16582617,106
16583381,125
16583809,141
16584005,167
16584005,168
16584017,164
16584017,165
16584022,0
16585403,60
16585414,20
16585422,52
16586042,80
16591138,191
16591138,192
16591161,159
16591162,140
16591174,0
16594435,12
16596498,109
16596589,84
16597760,60
16597935,154
16597942,84
16597970,163
16598298,114
16598302,118
16598302,119
16598308,158
16598314,0
16598315,151
16599779,101
16599794,109
16602266,159
16603359,189
16603366,300
16603657,75
16604106,319
16604598,88
16605376,49
16605456,143
16605459,139
16605461,27
16605461,40
16605461,41
16606063,64
16606082,133
16606278,84
16607624,242
16608399,192
16611217,73
16611277,71
16611610,78
16611641,92
16612407,111
16612622,92
16612626,118
16612627,106
16612631,127
16612646,0
16613360,200
16614086,107
16614092,120
16614324,143
16618173,71
16619777,102
